eval_set,range,cut,baseline,n,sparsa_mean,baseline_mean,paired_delta,ci_low,ci_high
eval-test,all,R,marinfold-exp199-cw-p06-cool-step290400,217,0.27704102664309804,0.6131841080469917,-0.3361430814038937,-0.3612679823945958,-0.3113299240789989
eval-test,long,AUC,marinfold-exp232-decontam-m2-p06-step145199,217,0.8836298529727545,0.9298624773573143,-0.0462326243845596,-0.05740001368513774,-0.035449608236855244
eval-test,long,AUC,marinfold-exp232-decontam-m1-p02-step145199,217,0.8836298529727545,0.9130539761142972,-0.02942412314154252,-0.04068306325004279,-0.018301232491756098
eval-test,long,AUC,marinfold-exp199-cw-p06-cool-step290400,217,0.8836298529727545,0.9519957573481979,-0.06836590437544335,-0.07844078832003354,-0.05794635037763092
eval-test,long,L,marinfold-exp232-decontam-m2-p06-step145199,217,0.17564188743666323,0.3898317273452832,-0.21418983990861995,-0.2363503924404128,-0.19171494087740093
eval-test,long,L,marinfold-exp232-decontam-m1-p02-step145199,217,0.17564188743666323,0.3574819267627481,-0.18184003932608486,-0.20357932846222707,-0.160151004436509
eval-test,long,L,marinfold-exp199-cw-p06-cool-step290400,217,0.17564188743666323,0.4485222621445018,-0.27288037470783855,-0.29600414451404006,-0.24866630616465915
eval-test,long,L/2,marinfold-exp232-decontam-m2-p06-step145199,217,0.24835547020866736,0.5719806661386507,-0.3236251959299834,-0.35471220133965586,-0.2934928539621585
eval-test,long,L/2,marinfold-exp232-decontam-m1-p02-step145199,217,0.24835547020866736,0.5194522036612177,-0.2710967334525503,-0.3019108743547894,-0.23970854879770906
eval-test,long,L/2,marinfold-exp199-cw-p06-cool-step290400,217,0.24835547020866736,0.656709139181075,-0.40835366897240755,-0.440665679988262,-0.37574989407772247
eval-test,long,L/5,marinfold-exp232-decontam-m2-p06-step145199,217,0.3500017960781666,0.7347327743414981,-0.3847309782633314,-0.4236810372140959,-0.34583092585935576
eval-test,long,L/5,marinfold-exp232-decontam-m1-p02-step145199,217,0.3500017960781666,0.6844861136579217,-0.33448431757975505,-0.37331504176922736,-0.29566873210707106
eval-test,long,L/5,marinfold-exp199-cw-p06-cool-step290400,217,0.3500017960781666,0.8184900122109735,-0.468488216132807,-0.5067932919883952,-0.43124913777685814
eval-test,long,R,marinfold-exp232-decontam-m2-p06-step145199,217,0.2248035722470722,0.5128096398272495,-0.28800606758017727,-0.31583635954857503,-0.2606229946179001
