eval_set,range,cut,baseline,n,sparsa_mean,baseline_mean,paired_delta,ci_low,ci_high
eval-val,short,AUC,marinfold-exp232-decontam-m2-p06-step145199,97,0.9110483580677843,0.9453300355095958,-0.03428167744181153,-0.0448901799087588,-0.023554163021596193
eval-val,short,AUC,marinfold-exp232-decontam-m1-p02-step145199,97,0.9110483580677843,0.9390017664730169,-0.02795340840523289,-0.03907829551915718,-0.016595616827661367
eval-val,short,AUC,marinfold-exp199-cw-p06-cool-step290400,97,0.9110483580677843,0.9581891619095083,-0.04714080384172419,-0.058835057735199474,-0.03465053542935522
eval-val,short,L,marinfold-exp232-decontam-m2-p06-step145199,97,0.10182104629546,0.11408484861626109,-0.012263802320801086,-0.015306861317398437,-0.00940960425683057
eval-val,short,L,marinfold-exp232-decontam-m1-p02-step145199,97,0.10182104629546,0.11294404694829567,-0.0111230006528357,-0.014232770848305274,-0.00804892387898736
eval-val,short,L,marinfold-exp199-cw-p06-cool-step290400,97,0.10182104629546,0.11751260950467037,-0.015691563209210384,-0.01917418343359124,-0.012359823688339829
eval-val,short,L/2,marinfold-exp232-decontam-m2-p06-step145199,97,0.1613263203423661,0.20948387026353602,-0.048157549921169926,-0.05787217391366291,-0.03803551314752508
eval-val,short,L/2,marinfold-exp232-decontam-m1-p02-step145199,97,0.1613263203423661,0.20113507122046842,-0.03980875087810234,-0.04995716827525924,-0.029686648037593334
eval-val,short,L/2,marinfold-exp199-cw-p06-cool-step290400,97,0.1613263203423661,0.22172340705740418,-0.060397086715038115,-0.07068290960119097,-0.050464347781849016
eval-val,short,L/5,marinfold-exp232-decontam-m2-p06-step145199,97,0.27730736009475443,0.4306684366894885,-0.15336107659473414,-0.18143345909508488,-0.1267975634928242
eval-val,short,L/5,marinfold-exp232-decontam-m1-p02-step145199,97,0.27730736009475443,0.4082365425259718,-0.1309291824312174,-0.1593591788973276,-0.10538714591490761
eval-val,short,L/5,marinfold-exp199-cw-p06-cool-step290400,97,0.27730736009475443,0.4695888914762416,-0.19228153138148724,-0.22272202204448044,-0.16347067941198132
eval-val,short,R,marinfold-exp232-decontam-m2-p06-step145199,97,0.35604789570526185,0.5649459093770612,-0.20889801367179947,-0.2458496292424374,-0.17271780541878584
eval-val,short,R,marinfold-exp232-decontam-m1-p02-step145199,97,0.35604789570526185,0.5348210445487965,-0.17877314884353454,-0.2144263476802698,-0.14342566279544175
eval-val,short,R,marinfold-exp199-cw-p06-cool-step290400,97,0.35604789570526185,0.6313099904216766,-0.2752620947164148,-0.3111536756565271,-0.23878360214417776
